Health C_1,BHCMIS Org,BPHC Assig,Site Name,Site Addre,Site City,Site State,Geocoding,Geocodin_1
LALCS32751,05E01359,BPS-LAL-028295,"219 Health Network, Inc.",8141 Kennedy Ave,Highland,IN,-87.46155109,41.56596255
LALCS31600,09E01287,BPS-LAL-027824,Wahiawa Health - Mobile,302 California Ave Ste 106,Wahiawa,HI,-158.0311933,21.4953761
LALCS00062,928860,BPS-LAL-010004,"Centro Medico Community Clinic, Inc.",1307 W 6th St Ste 113,Corona,CA,-117.5899554,33.87793715
LALCS00040,06E00612,BPS-LAL-028331,School Based Health Center at Bernalillo High School,148 Spartan Aly Bldg,Bernalillo,NM,-106.5406816,35.31856729
LALCS33110,09E01360,BPS-LAL-030852,Todos Para La Salud: N. Fresno,3030 N Fresno St,Fresno,CA,-119.7815065,36.7782642
LALCS00085,1.00E+188,BPS-LAL-009915,CCS Family Health Center,100 Campus Ave,Lewiston,ME,-70.1988716,44.101777
LALCS40178,02E01412,BPS-LAL-031698,Evergreen Health - Evergreen Commons,67 Prospect Ave,Buffalo,NY,-78.88148233,42.89176328
LALCS32583,05E01325,BPS-LAL-030462,Gallia Street Clinic,1225 Gallia St Rm 121,Portsmouth,OH,-82.98834692,38.73511685
LALCS33897,03E01379,BPS-LAL-032618,Star Community Health OB/GYN - Bethlehem,800 Eaton Ave Ste 202,Bethlehem,PA,-75.39212544,40.63393732
LALCS33965,10E01385,BPS-LAL-030390,Cascade AIDS Project,520 NW Davis St Ste 215,Portland,OR,-122.6757668,45.52446949
LALCS31259,09E01272,BPS-LAL-021054,Livingstone Community Health Clinic,12362 Beach Blvd Ste 10,Stanton,CA,-117.9927473,33.78298812
LALCS31260,05E01271,BPS-LAL-028188,Aspire Indiana Health - Bolin,2009 Brown St,Anderson,IN,-85.68251479,40.09618735
LALCS00013,03E00566,BPS-LAL-013608,Metro Community Health Center,1789 S Braddock Ave Ste 410,Pittsburgh,PA,-79.8875175,40.42418333
LALCS40179,03E01415,BPS-LAL-031795,Caring Community Health Center - Hazelton,426 Airport Rd,Hazle Township,PA,-76.00515909,40.99025168
LALCS00070,09E00864,BPS-LAL-009865,Visalia Health Care Center,2611 N Dinuba Blvd,Visalia,CA,-119.2975654,36.35293563
LALCS30797,09E01263,BPS-LAL-019735,Haight Ashbury Medical Clinic,558 Clayton St,San Francisco,CA,-122.4485756,37.76991832
LALCS40211,06E01422,BPS-LAL-032094,Tucumcari High School School Based Clinic,1001 S 7th St,Tucumcari,NM,-103.73261,35.16977274
LALCS33791,08E01372,BPS-LAL-028287,Helena Indian Alliance Health Center,501 Euclid Ave,Helena,MT,-112.0445288,46.59915746
LALCS40211,06E01422,BPS-LAL-032098,Sunrise Clinics - Raton,411 S 3rd St,Raton,NM,-104.4415967,36.89876332
LALCS33109,03E00460,BPS-LAL-027817,The Wright Center for Community Health Northeast Scranton Intermediate School,721 Adams Ave,Scranton,PA,-75.65473477,41.41393191
LALCS31260,05E01271,BPS-LAL-027121,Aspire Indiana Health - DeHaven,2020 Brown St,Anderson,IN,-85.68241248,40.09617699
LALCS31536,04E01286,BPS-LAL-021442,Clover Fork Harlan,209 E Mound St,Harlan,KY,-83.32104645,36.84807732
LALCS00028,05E00781,BPS-LAL-009743,"Universal Medical Services, Inc. dba AXIS Medical Center",1801 Nicollet Ave,Minneapolis,MN,-93.27776255,44.965022
LALCS35348,04E01393,BPS-LAL-030536,METRO Clearwater,2349 Sunset Point Rd Ste 405,Clearwater,FL,-82.74035675,27.9898334
LALCS31600,09E01287,BPS-LAL-030912,Wahiawa Health - Billing &amp; Finance,302 California Ave Ste 215,Wahiawa,HI,-158.031201,21.49537325
LALCS00036,044855E,BPS-LAL-009755,Hot Springs Medical Center,66 NW US 25 70 Hwy,Hot Springs,NC,-82.82984832,35.8927349
LALCS31662,06E01298,BPS-LAL-031119,Mercy Medical Quick Care,4629 Quitman Hwy,Hodge,LA,-92.7238418,32.26646848
LALCS33897,03E01379,BPS-LAL-030250,Star Wellness KidsCare - Bethlehem,511 E 3rd St Ste 201,Bethlehem,PA,-75.37163465,40.61219134
LALCS00170,01E01129,BPS-LAL-020936,InterCommunity's Trantolo Health Center at East Hartford High School,869 Forbes St,East Hartford,CT,-72.60567232,41.75212086
LALCS40173,09E01398,BPS-LAL-031516,"Tzu Chi Community Clinic, Wilmington",1355 Broad Ave,Wilmington,CA,-118.2616417,33.79028109
LALCS32103,09E01313,BPS-LAL-030329,SCHG Administrative Site,515 S Flower St # 1971,Los Angeles,CA,-118.256939,34.05154099
LALCS00039,03E00793,BPS-LAL-009764,Sherman Elementary Wellness Center,7487 Coal River Rd,Comfort,WV,-81.61569579,38.13020019
LALCS00070,09E00864,BPS-LAL-009864,Famersville Health Care Center,660 E Visalia Rd,Farmersville,CA,-119.2011396,36.2977625
LALCS31617,05E01292,BPS-LAL-021827,Community Support Services,150 Cross St,Akron,OH,-81.52101598,41.0678425
LALCS31536,04E01286,BPS-LAL-027645,Clover Fork School Based Health at Tri City Head Start,119 Central St,Cumberland,KY,-82.98700235,36.97716665
LALCS00085,1.00E+188,BPS-LAL-009911,Auburn Middle School-Based Health Center,38 Falcon Dr,Auburn,ME,-70.24995837,44.09133042
LALCS00084,03E00360,BPS-LAL-009826,Strawberry Mansion Health Center,2840 W Dauphin St,Philadelphia,PA,-75.17931232,39.99084382
LALCS00033,9.00E+04,BPS-LAL-024835,Northeast Community Clinic,4455 W 117th St Ste 502,Hawthorne,CA,-118.353928,33.92824747
LALCS00041,924800,BPS-LAL-009767,Kings Winery Medical Clinic,4929 E Kings Canyon Rd,Fresno,CA,-119.730571,36.73602754
LALCS00062,928860,BPS-LAL-024839,"Centro Medico Community Clinic, Inc.-Administrative Site",1303 W 6th St Ste 102,Corona,CA,-117.5891337,33.87785102
LALCS00124,09E00641,BPS-LAL-028195,Garfield Health Center Atlantic,701 S Atlantic Blvd Ste 200,Monterey Park,CA,-118.1363647,34.05379845
LALCS00018,09E00647,BPS-LAL-009960,Sacramento Community Clinic - Del Paso,2200 Del Paso Blvd,Sacramento,CA,-121.4505367,38.60991552
LALCS33897,03E01379,BPS-LAL-032722,Star Community Health Administration,520 E Broad St Ste 100,Bethlehem,PA,-75.36612648,40.62206904
LALCS33897,03E01379,BPS-LAL-030249,Star Wellness Dental - Sigal,450 Chew St Ste 201,Allentown,PA,-75.46937862,40.60760489
LALCS33895,03E01378,BPS-LAL-030306,"Logan-Mingo Area Mental Health, Inc.",300 Prosperity Ln,Logan,WV,-81.99074002,37.84659999
LALCS31260,05E01271,BPS-LAL-021220,Aspire Indiana Health Admin,9615 E 148th St Ste 1,Noblesville,IN,-85.99815131,40.00461543
LALCS00170,01E01129,BPS-LAL-028194,InterCommunity South Windsor,828 Sullivan Ave Bldg 1st,South Windsor,CT,-72.56849933,41.84831088
LALCS35348,04E01393,BPS-LAL-030538,METRO New Port Richey,4747 US Highway 19,New Port Richey,FL,-82.7318549,28.22829661
LALCS32717,05E01356,BPS-LAL-027366,"Neighborhood Health Center, Inc.",101 S 10th St,Richmond,IN,-84.88904531,39.82704414
LALCS32712,03E01355,BPS-LAL-027207,MEHDS Peach Street Site,2928 Peach St,Erie,PA,-80.07641291,42.10707637
LALCS31468,04E01274,BPS-LAL-032383,"Whole Family Health Center, Inc.",920 37th Pl Ste 103,Vero Beach,FL,-80.39100543,27.66128488
LALCS33898,04E01383,BPS-LAL-032438,Administrative Offices,820 Franklin St SE Ste A,Huntsville,AL,-86.57828764,34.72228309
LALCS00062,928860,BPS-LAL-029849,Centro Medico Community Clinic--Main Site,1303 W 6th St Ste 105,Corona,CA,-117.5891555,33.87785316
LALCS31600,09E01287,BPS-LAL-021546,Wahiawa Health,302 California Ave Ste 106,Wahiawa,HI,-158.0311933,21.4953761
LALCS00170,01E01129,BPS-LAL-017598,InterCommunity Inc.,16 Coventry St,Hartford,CT,-72.68992318,41.79653352
LALCS00171,04E01130,BPS-LAL-030506,Bonita Springs Pediatric Office,23450 Via Coconut Pt,Estero,FL,-81.80536417,26.40148667
LALCS00174,05E01162,BPS-LAL-021325,Legacy Medical Care - Elgin,860 Summit St Ste 241,Elgin,IL,-88.25757696,42.04648744
LALCS35349,09E01391,BPS-LAL-031902,Temporary Site - Beverly Care COVID19 Testing &amp; Vaccination,101 E Beverly Blvd Ste 102,Montebello,CA,-118.0984466,34.01557252
LALCS00039,03E00793,BPS-LAL-009761,Sherman Jr/Sr High Wellness Center,10008 Coal River Rd,Seth,WV,-81.62112915,38.11413701
LALCS00170,01E01129,BPS-LAL-020933,InterCommunity's School Based Health Center at Silver Lane School,15 Mercer Ave,East Hartford,CT,-72.63408462,41.76053186
LALCS32751,05E01359,BPS-LAL-031681,219 Health Network Inc.,4320 Fir St Unit 216,East Chicago,IN,-87.44855256,41.63612608
LALCS33898,04E01383,BPS-LAL-030264,Sparkman Family Practice & Urgent Care,2597 Sparkman Dr NW,Huntsville,AL,-86.59810673,34.7633553
LALCS31530,07E01273,BPS-LAL-021368,Sharon Lee Family Health Care Rosedale,340 Southwest Blvd,Kansas City,KS,-94.61310274,39.06824964
LALCS40173,09E01398,BPS-LAL-031534,Tzu Chi Medical Foundation - Administrative Site,1008 S Garfield Ave,Alhambra,CA,-118.1230425,34.084311
LALCS43504,04E01431,BPS-LAL-032799,Physicians Care of Camden,24B Camden Byp,Camden,AL,-87.27952353,31.99761396
LALCS00181,02E01238,BPS-LAL-018383,TCFM Dansville,60 Red Jacket St Ste 1,Dansville,NY,-77.69539358,42.55331439
LALCS31539,05E01284,BPS-LAL-021445,Equitas Health Pharmacy Dayton,1222 S Patterson Blvd Ste 110,Dayton,OH,-84.19145488,39.74057873
LALCS31625,09E01295,BPS-LAL-031123,WMCHC - Family Practice - Suite 4300,1828 E Cesar E Chavez Ave Ste 4300,Los Angeles,CA,-118.2156455,34.05029808
LALCS00033,9.00E+04,BPS-LAL-012546,NECC - Harbor City Health Center,1403 Lomita Blvd Ste 100,Harbor City,CA,-118.302186,33.7978375
LALCS00033,9.00E+04,BPS-LAL-009876,Northeast Community Clinic Mobile Medical Van,5820 N Figueroa St,Los Angeles,CA,-118.1912781,34.11031946
LALCS00028,05E00781,BPS-LAL-030650,Axis Family Clinic,3638 Central Ave NE Bldg,Minneapolis,MN,-93.24740749,45.03496701
LALCS40177,09E01411,BPS-LAL-031684,Tarzana Treatment Centers-Reseda,7101 Baird Ave,Reseda,CA,-118.5373825,34.19950455
LALCS43504,04E01431,BPS-LAL-032798,Physicians Care of Thomasville,33621 Highway 43,Thomasville,AL,-87.73845234,31.93005435
LALCS40211,06E01422,BPS-LAL-032099,Santa Rosa High School School Based Clinic,717 S 4th St,Santa Rosa,NM,-104.6813318,34.9357091
LALCS31260,05E01271,BPS-LAL-021218,Aspire Indiana Health - Carmel,697 Pro-Med Ln,Carmel,IN,-86.13915462,39.98420897
LALCS32751,05E01359,BPS-LAL-027584,219 Health Network,4320 Fir St Unit 211,East Chicago,IN,-87.44855256,41.63612608
LALCS00171,04E01130,BPS-LAL-031246,New Brittany Behavioral Health Office,12550 New Brittany Blvd,Fort Myers,FL,-81.88087238,26.55996914
LALCS31260,05E01271,BPS-LAL-021221,Aspire Indiana Health - Elwood,10731 IN-13,Elwood,IN,-85.84328972,40.39641267
LALCS33333,09E01363,BPS-LAL-028007,Montclair Community Health Center,5050 San Bernardino St,Montclair,CA,-117.694519,34.07767748
LALCS33897,03E01379,BPS-LAL-030252,Star Wellness Family Practice - Bethlehem,2830 Easton Ave,Bethlehem,PA,-75.34251759,40.64678233
LALCS32583,05E01325,BPS-LAL-027097,Coal Grove Clinic,225 Carlton Davidson Ln,Coal Grove,OH,-82.6480471,38.5025177
LALCS33966,05E00533,BPS-LAL-032425,Broadway Dental Clinic,6835 Broadway Ave,Cleveland,OH,-81.64164079,41.46070582
LALCS35348,04E01393,BPS-LAL-030535,METRO Tampa,1315 E 7th Ave,Tampa,FL,-82.44486902,27.96026246
LALCS33108,05E01361,BPS-LAL-027809,Turning Point,1110 W 5th Ave,Gary,IN,-87.35163432,41.60201734
LALCS33966,05E00533,BPS-LAL-030394,The MetroHealth System,2500 Metrohealth Dr,Cleveland,OH,-81.69888332,41.46242813
LALCS43504,04E01431,BPS-LAL-032800,Physicians Care of Sweet Water,31431 AL Highway 10,Sweet Water,AL,-87.87015576,32.09369206
LALCS39531,05E01394,BPS-LAL-031062,Grace Clinic - Vigo County,622 8th Ave,Terre Haute,IN,-87.41056564,39.48483732
LALCS32751,05E01359,BPS-LAL-027582,219 Health Network,100 W Chicago Ave,East Chicago,IN,-87.47223396,41.62938772
LALCS00038,05E00734,BPS-LAL-031724,Knox Winamac Community Health Centers Mobile Medical Unit,1002 S Edgewood Dr,Knox,IN,-86.61273609,41.28766331
LALCS00084,03E00360,BPS-LAL-009827,Philadelphia District Health Center #2,1700 S Broad St Apt 201,Philadelphia,PA,-75.1687288,39.92890518
LALCS33899,04E01382,BPS-LAL-030269,Cempa Community Care Clinic,1000 E 3rd St Ste 300,Chattanooga,TN,-85.29035466,35.04770382
LALCS40211,06E01422,BPS-LAL-032096,Sunrise Clinics - Las Vegas,2020 7th St,Las Vegas,NM,-105.2244767,35.61421495
LALCS40178,02E01412,BPS-LAL-031901,Temporary Site - Evergreen Commons site,67 Prospect Ave,Buffalo,NY,-78.88148233,42.89176328
LALCS31536,04E01286,BPS-LAL-027649,Clover Fork School Based Health at Cumberland Elementary,322 Golf Course Rd,Cumberland,KY,-82.97438213,36.9718809
LALCS00175,07E01222,BPS-LAL-017058,"Hope Family Care Center, 3027 Prospect Ave., Kansas City, MO 64128",3027 Prospect Ave,Kansas City,MO,-94.55276787,39.07056719
LALCS40208,10E01418,BPS-LAL-032078,Cascadia Garlington Health Center,3036 NE M L King Blvd,Portland,OR,-122.6615725,45.54519701
LALCS40178,02E01412,BPS-LAL-031699,Evergreen Health - Watkins Building,170 W Chippewa St,Buffalo,NY,-78.87924722,42.89119804
LALCS40297,04E01426,BPS-LAL-032216,Gracepoint Wellness Clinic,5707 N 22nd St,Tampa,FL,-82.4347125,27.99929598
LALCS31468,04E01274,BPS-LAL-021225,Whole Family Health Center,981 37th Pl,Vero Beach,FL,-80.39158688,27.66122482
LALCS00039,03E00793,BPS-LAL-009763,Raleigh Boone Medical Center,37456 Coal River Rd,Whitesville,WV,-81.53967209,37.98450535
LALCS00039,03E00793,BPS-LAL-009765,Wharton Medical Center,35767 Pond Fork Rd,Wharton,WV,-81.67175387,37.89657961
LALCS00158,09E01121,BPS-LAL-014286,Healthy Beginnings French Camp,500 W Hospital Rd Ste A,French Camp,CA,-121.2821174,37.88646215
LALCS32751,05E01359,BPS-LAL-032462,219 Health Network Inc.,4320 Fir St Unit 408,East Chicago,IN,-87.44855256,41.63612608
LALCS00158,09E01121,BPS-LAL-014284,Family Medicine Clinic,500 W Hospital Rd Ste B,French Camp,CA,-121.2821174,37.88646215
LALCS31420,09E01270,BPS-LAL-021055,Aghaby: Walnut Park,2542 E Florence Ave Ste B,Walnut Park,CA,-118.2263949,33.97429987
LALCS32103,09E01313,BPS-LAL-032160,Serenity Wilshire - PMG,1800 Wilshire Blvd,Los Angeles,CA,-118.2725976,34.05638474
LALCS00085,1.00E+188,BPS-LAL-017470,CCS Pediatrics,330 Sabattus St Ste B,Lewiston,ME,-70.20004448,44.10066074
LALCS00084,03E00360,BPS-LAL-009832,Philadelphia District Health Center #3,555 S 43rd St,Philadelphia,PA,-75.20910753,39.94892229
LALCS31260,05E01271,BPS-LAL-031887,Aspire Indiana Health - Mockingbird Hill,4038 Ridgeview Rd Ste 1,Anderson,IN,-85.70642666,40.0464461
LALCS31614,04E01290,BPS-LAL-021689,Maple Hill Medical Center,4811 Nc Hwy 50,Maple Hill,NC,-77.709889,34.672321
LALCS00124,09E00641,BPS-LAL-028193,Garfield Health Center Atlantic Dental Clinic,701 S Atlantic Blvd Ste 202,Monterey Park,CA,-118.1363647,34.05379845
LALCS00013,03E00566,BPS-LAL-031190,Temporary Site - Emmanuel Baptist Church,245 3rd Ave,Rankin,PA,-79.88054342,40.4122273
LALCS31614,04E01290,BPS-LAL-021691,Black River Health Center,109 W Church St,Atkinson,NC,-78.17086623,34.52776221
LALCS41745,05E01427,BPS-LAL-032352,Wabash Community Health Center,1001 N Market St Ste 204,Mount Carmel,IL,-87.76531164,38.4171162
LALCS00085,1.00E+188,BPS-LAL-028291,CCS Behavioral at CMCC,1250 Turner St,Auburn,ME,-70.22850657,44.13338461
LALCS33900,10E01381,BPS-LAL-030266,Glennallen School,Aurora Dr,Glennallen,AK,-145.5303051,62.10887477
LALCS31626,02E01296,BPS-LAL-021910,His Branches Inc.: Grace Family Medicine,340 Arnett Blvd,Rochester,NY,-77.64253948,43.14239082
LALCS00085,1.00E+188,BPS-LAL-009910,B Street Health Center,57 Birch St,Lewiston,ME,-70.21146859,44.09303476
LALCS31537,05E01285,BPS-LAL-021454,Adult and Child Health,222 E Ohio St Ste 100,Indianapolis,IN,-86.15358499,39.77012201
LALCS00085,1.00E+188,BPS-LAL-009907,Lewiston Middle School-Based Health Center,75 Central Ave,Lewiston,ME,-70.20276893,44.10325234
LALCS40178,02E01412,BPS-LAL-031685,Evergreen Health - Elmwood Ave.,206 S Elmwood Ave,Buffalo,NY,-78.87859133,42.89095488
LALCS40177,09E01411,BPS-LAL-031691,Tarzana Treatment Centers-Northridge,8330 Reseda Blvd,Northridge,CA,-118.5360426,34.221679
LALCS33965,10E01385,BPS-LAL-030392,Prism Health,2236 SE Belmont St,Portland,OR,-122.6427681,45.51642562
LALCS33897,03E01379,BPS-LAL-030248,Star Wellness Dental Van - Lehighton,211 N 12th St,Lehighton,PA,-75.72691343,40.8330736
LALCS00158,09E01121,BPS-LAL-014283,Children's Health Services,1414 N California St Ste A,Stockton,CA,-121.2883104,37.96756041
LALCS33897,03E01379,BPS-LAL-030251,Star Wellness Dental - Bethlehem,511 E 3rd St Unit 301,Bethlehem,PA,-75.37163465,40.61219134
LALCS40211,06E01422,BPS-LAL-032100,Sunrise Clinics - Tucumcari,220 S 3rd St,Tucumcari,NM,-103.7273963,35.17728976
LALCS00007,06E00846,BPS-LAL-032221,Ector County Hospital District,3001 John Ben Shepperd Pkwy Ste 100,Odessa,TX,-102.3312253,31.88455813
LALCS31536,04E01286,BPS-LAL-027648,Clover Fork School Based Health at Black Mountain Elementary,1555 Highway 215,Evarts,KY,-83.16901063,36.85726052
LALCS32717,05E01356,BPS-LAL-030111,Neighborhood Health Center - Union County Medical Center,950 N Market St,Liberty,IN,-84.92737751,39.64450699
LALCS31420,09E01270,BPS-LAL-031900,Aghaby: North Las Vegas,1845 Civic Center Dr,North Las Vegas,NV,-115.1163516,36.19336406
LALCS00085,1.00E+188,BPS-LAL-017568,CCS Behavioral at Poland,1230 Maine St Rm A,Poland,ME,-70.395504,44.06260099
LALCS39530,3.00E+151,BPS-LAL-031064,Metro Health Main Site,1012 14th St NW Ste 700,Washington,DC,-77.03239728,38.90320259
LALCS33897,03E01379,BPS-LAL-030254,Star Wellness Family Practice - Sigal,450 Chew St Ste 101,Allentown,PA,-75.46937862,40.60760489
LALCS00176,09E01225,BPS-LAL-032716,Brighter Beginnings Family Health Clinic Antioch Lone Tree,3505 Lone Tree Way Ste 1,Antioch,CA,-121.8064592,37.98719808
LALCS00033,9.00E+04,BPS-LAL-011927,Northeast Community Clinic-Hawthorne,4455 W 117th St Ste 300,Hawthorne,CA,-118.353928,33.92824747
LALCS00170,01E01129,BPS-LAL-020931,777 Burnside Ave,777 Burnside Ave,East Hartford,CT,-72.60517334,41.78006313
LALCS31539,05E01284,BPS-LAL-030218,Equitas Health Cincinnati,2805 Gilbert Ave,Cincinnati,OH,-84.48855823,39.1299381
LALCS00174,05E01162,BPS-LAL-015213,Legacy Medical Care - Arlington Heights,121 S Wilke Rd,Arlington Heights,IL,-88.00481254,42.08083699
LALCS31468,04E01274,BPS-LAL-029929,Whole Family Health Center,827 18th St,Vero Beach,FL,-80.390543,27.63424247
LALCS31618,09E01293,BPS-LAL-029891,Community Medicine Inc. Bellflower,8800 Alondra Blvd Ste C,Bellflower,CA,-118.144677,33.88918248
LALCS31107,05E01266,BPS-LAL-027028,Greene County Health Linton,1600 A St NE Ste 9,Linton,IN,-87.14425998,39.039852
LALCS31618,09E01293,BPS-LAL-021825,COMMUNITY MEDICINE INC.,8540 Alondra Blvd Ste B2,Paramount,CA,-118.150053,33.88915247
LALCS35352,09E01392,BPS-LAL-030851,San Judas Community Health Center - Wilshire,2972 Wilshire Blvd Unit 2,Los Angeles,CA,-118.286213,34.0617825
LALCS31536,04E01286,BPS-LAL-027643,Clover Fork School Based Health at Harlan County High School,4000 N US Highway 119,Baxter,KY,-83.27487362,36.8844783
LALCS00036,044855E,BPS-LAL-009756,Mashburn Medical Center,590 Medical Park Dr,Marshall,NC,-82.6520368,35.80556265
LALCS40176,05E01413,BPS-LAL-031690,Infant Welfare Society of Chicago dba Angel Harvey Family Health Center,3600 W Fullerton Ave,Chicago,IL,-87.71727001,41.92464747
LALCS33897,03E01379,BPS-LAL-030305,Star Community Health Administration,520 E Broad St Ste 108,Bethlehem,PA,-75.36613251,40.62206917
LALCS00041,924800,BPS-LAL-013858,North Marks Medical Clinic,4011 N Marks Ave,Fresno,CA,-119.8443375,36.79451201
LALCS00008,05E00936,BPS-LAL-009712,University Health Center - St. Antoine,4201 Saint Antoine St,Detroit,MI,-83.05348512,42.35404881
LALCS00171,04E01130,BPS-LAL-014713,P.L. Dunbar Medical Office,3511 Dr Martin Luther King Blvd,Fort Myers,FL,-81.84190281,26.64117528
LALCS33109,03E00460,BPS-LAL-027815,The Wright Center for Community Health at Children's Service Center Practice,335 S Franklin St,Wilkes Barre,PA,-75.89292021,41.24147174
LALCS33900,10E01381,BPS-LAL-030267,Robert Marshall Building,5 Richardson Hwy,Copper Center,AK,-145.1697877,61.687274
LALCS31536,04E01286,BPS-LAL-031723,Clover Fork School Based Health at Harlan Independent Schools,420 E Central St,Harlan,KY,-83.31849936,36.84706248
LALCS31539,05E01284,BPS-LAL-021444,Equitas Health Dayton,1222 S Patterson Blvd Ste 230,Dayton,OH,-84.19146091,39.74056796
LALCS32717,05E01356,BPS-LAL-032273,NHC Corporate Headquarters,43 S 10th St,Richmond,IN,-84.88905252,39.827531
LALCS33897,03E01379,BPS-LAL-030244,Star Wellness Women's Health - Sigal,450 Chew St Ste 204,Allentown,PA,-75.46937862,40.60760489
LALCS00039,03E00793,BPS-LAL-021662,"Hygeia Facilities Foundation, Inc.",1 United Way Sq,Charleston,WV,-81.63071557,38.35482144
LALCS32717,05E01356,BPS-LAL-031961,Neighborhood Health Center Mobile Health Services,101 S 10th St,Richmond,IN,-84.88904531,39.82704414
LALCS00174,05E01162,BPS-LAL-019760,Legacy Medical Care - East Dundee,519 Dundee Ave,East Dundee,IL,-88.2579202,42.09527209
LALCS31539,05E01284,BPS-LAL-022223,Equitas Health King Lincoln,750 E Long St Ste 3000,Columbus,OH,-82.98137033,39.96724375
LALCS40177,09E01411,BPS-LAL-031688,Tarzana Treatment Centers-Palmdale,320 E Palmdale Blvd,Palmdale,CA,-118.1239844,34.57983776
